
TBT_CUSTOMER,DEPTID,NUMBER,22,,0,Y
TBT_CUSTOMER,SENDPLACE,CHAR,40,,,N
TBT_CUSTOMER,INPUTDATE,DATE,7,,,Y
TBT_CUSTOMER,OPERATOR,NUMBER,22,,0,N
TBT_CUSTOMER,CARDNO,CHAR,12,,,Y
TEMP_IMPORT_BOM,BOMCD,VARCHAR2,20,,,Y
TEMP_IMPORT_BOM,BOMNM,VARCHAR2,100,,,Y
TEMP_IMPORT_BOM,ITEMCD,VARCHAR2,20,,,Y
TEMP_IMPORT_BOM,TNUMBER,NUMBER,22,,,Y
TEMP_IMPORT_TMM12,CL1,VARCHAR2,10,,,Y
TEMP_IMPORT_TMM12,CL1NM,VARCHAR2,30,,,Y
TEMP_IMPORT_TMM12,CL2,VARCHAR2,10,,,Y
TEMP_IMPORT_TMM12,CL2NM,VARCHAR2,30,,,Y
TEMP_IMPORT_TMM12,ITEMCD,VARCHAR2,10,,,Y
TEMP_IMPORT_TMM12,ITEMNM,VARCHAR2,80,,,Y
TEMP_IMPORT_TMM12,ITEMANM,VARCHAR2,80,,,Y
TEMP_IMPORT_TMM12,ITEMBRCD,VARCHAR2,20,,,Y
TEMP_IMPORT_TMM12,ITEMSIZE,VARCHAR2,40,,,Y
TEMP_IMPORT_TMM12,ITEMUNIT,VARCHAR2,40,,,Y
TEMP_IMPORT_TMM12,LIMIT_H,NUMBER,22,,,Y
TEMP_IMPORT_TMM12,LIMUT_L,NUMBER,22,,,Y
TEMP_IMPORT_TMM12,NEW_D,NUMBER,22,,,Y
TEMP_IMPORT_TMM12,NEW_PRICE,NUMBER,22,,,Y
TEMP_IMPORT_TMM12,OLD_D,NUMBER,22,,,Y
TEMP_IMPORT_TMM12,OLD_PRICE,NUMBER,22,,,Y
TEMP_IMPORT_TMM12,CONSUME,CHAR,1,,,Y
TEMP_IMPORT_TMM22,CLASSNM,VARCHAR2,100,,,Y
TEMP_IMPORT_TMM22,CUSTNM,VARCHAR2,100,,,Y
TEMP_IMPORT_TMM22,CUSTCARD,VARCHAR2,20,,,Y
TEMP_IMPORT_TMM22,ADDRESS,VARCHAR2,100,,,Y
TEMP_IMPORT_TMM22,TEL,VARCHAR2,60,,,Y
TEMP_IMPORT_TMM22,SDATE,VARCHAR2,10,,,Y
TEMP_IMPORT_TMM22,ITEMCD,VARCHAR2,30,,,Y
TEMP_IMPORT_TMM22,ITEMNM,VARCHAR2,100,,,Y
TEMP_IMPORT_TMM22,POS_SYS,VARCHAR2,100,,,Y
TEMP_IMPORT_TMM22,POS_INFO,VARCHAR2,1000,,,Y
TEMP_IMPORT_TMM22,SOFT_INFO,VARCHAR2,1000,,,Y
TEMP_IMPORT_TMM22,BK1,VARCHAR2,100,,,Y
TEMP_IMPORT_TMM22,BUSTYP,VARCHAR2,10,,,Y
TEMP_IMPORT_TMM22,POSNUMBER,NUMBER,22,,,Y
TEMP_IMPORT_TMM22,BK2,VARCHAR2,200,,,Y
TEMP_IMPORT_TMM22,LOCATION,VARCHAR2,20,,,Y
TEMP_IMPORT_TMM22,UPDDATE,DATE,7,,,Y
TEMP_IMPORT_TMM22,BK3,VARCHAR2,100,,,Y
TEMP_IMPORT_TMM22,AREA1,VARCHAR2,10,,,Y
TEMP_IMPORT_TMM44,CUSTCARD,VARCHAR2,20,,,Y
TEMP_IMPORT_TMM44,POSCD,VARCHAR2,20,,,Y
TEMP_IMPORT_TMM44,POSID,VARCHAR2,20,,,Y
TEMP_IMPORT_TMM44,ITEMCD,VARCHAR2,20,,,Y
TEMP_IMPORT_TMM44,ITEMNM,VARCHAR2,100,,,Y
TEMP_IMPORT_TMM44,EID,VARCHAR2,20,,,Y
TIP01_PRICE,ITEMCD,CHAR,6,,,N
TIP01_PRICE,BUSITYP,CHAR,6,,,N
TIP01_PRICE,UNITCD,VARCHAR2,6,,,Y
TIP01_PRICE,ITEMPRICE,NUMBER,22,16,8,Y
TIP01_PRICE,OPERCD,CHAR,6,,,Y
TIP01_PRICE,GENDATE,DATE,7,,,Y
TIP01_PRICE,UPDDATE,DATE,7,,,Y
TIP01_PRICE,USEFLG,CHAR,1,,,Y
TIP01_PRICE,WHTRANSFLG,CHAR,1,,,Y
TIP01_PRICE,STTRANSFLG,CHAR,1,,,Y
TIP03_ADJPRICE,PABILLID,CHAR,8,,,N
TIP03_ADJPRICE,LINENO,NUMBER,22,,0,N
TIP03_ADJPRICE,ITEMCD,CHAR,6,,,Y
TIP03_ADJPRICE,BUSITYP,CHAR,2,,,Y
TIP03_ADJPRICE,OLDPRICE,NUMBER,22,16,8,Y
TIP03_ADJPRICE,NEWPRICE,NUMBER,22,16,8,Y
TIP03_ADJPRICE,OPERCD,CHAR,6,,,Y
TIP03_ADJPRICE,GENDATE,DATE,7,,,Y
TIP03_ADJPRICE,USEFLG,CHAR,1,,,Y
TIV11_DETAIL,ITEMCD,CHAR,8,,,N
TIV11_DETAIL,WHCD,CHAR,2,,,N
TIV11_DETAIL,ITEMTYP,CHAR,2,,,N
TIV11_DETAIL,STOREQTY,NUMBER,22,12,0,Y
TIV11_DETAIL,OPERCD,CHAR,6,,,Y
TIV11_DETAIL,GENDATE,DATE,7,,,Y
TIV11_DETAIL,USEFLG,CHAR,1,,,Y
TIV12_DETAILDT,SEQNO,NUMBER,22,,0,N
TIV12_DETAILDT,ITEMCD,CHAR,8,,,N
TIV12_DETAILDT,WHCD,CHAR,2,,,N
TIV12_DETAILDT,ITEMTYP,CHAR,2,,,N
TIV12_DETAILDT,BILLID,CHAR,8,,,Y
TIV12_DETAILDT,INVDATE,DATE,7,,,Y
TIV12_DETAILDT,INVTYP,CHAR,1,,,Y
TIV12_DETAILDT,ITEMQTY,NUMBER,22,12,0,Y
TIV12_DETAILDT,STOREQTY,NUMBER,22,12,0,Y
TIV12_DETAILDT,OPERCD,CHAR,6,,,Y
TIV12_DETAILDT,GENDATE,DATE,7,,,Y
TIV12_DETAILDT,USEFLG,CHAR,1,,,Y
TMC01_MENUS,MENUCD,VARCHAR2,20,,,N
TMC01_MENUS,MENUNM,VARCHAR2,40,,,Y
TMC01_MENUS,LEVELCD,NUMBER,22,,,Y
TMC01_MENUS,PARENT,VARCHAR2,20,,,Y
TMC01_MENUS,EXEPATH,VARCHAR2,40,,,Y
TMC01_MENUS,PICNAME,VARCHAR2,250,,,Y
TMC01_MENUS,ORDNO,NUMBER,22,,0,Y
